opportunity_id,sales_agent,product,account,stage,created_date,close_date,amount
0MMDQ1OR,Lajuana Vencill,GTX Basic,Codehow,Won,9/10/2017,11/12/2017,511
A051G1B4,Jonathan Berthelot,GTX Basic,Codehow,Won,12/24/2016,3/31/2017,517
JSDGELLK,Anna Snelling,GTX Basic,Codehow,Won,3/4/2017,6/13/2017,522
04AOWMXV,Anna Snelling,GTX Basic,Codehow,Won,12/11/2017,12/28/2017,537
LVMPJ8JN,Jonathan Berthelot,GTX Basic,Codehow,Won,10/6/2017,12/31/2017,546
VE334W2U,Jonathan Berthelot,GTX Basic,Codehow,Won,7/17/2017,9/23/2017,546
62AK8UWX,Moses Frase,GTX Basic,Codehow,Won,12/21/2016,3/22/2017,546
CBAV8ZJL,Lajuana Vencill,GTX Basic,Codehow,Won,12/14/2016,3/22/2017,547
IC4J0BIZ,Niesha Huffines,GTX Basic,Codehow,Won,7/13/2017,7/24/2017,550
8C4QM1X6,Gladys Colclough,GTX Basic,Codehow,Won,1/19/2017,6/4/2017,565
MV1LWRNH,Moses Frase,GTX Basic,Codehow,Won,10/25/2016,3/9/2017,588
4NGBUZWJ,Lajuana Vencill,GTX Basic,Codehow,Won,12/6/2016,3/12/2017,609
GMI6XZ4O,Jonathan Berthelot,GTX Basic,Codehow,Won,2/8/2017,5/4/2017,612
N3TUSU37,Jonathan Berthelot,GTX Plus Basic,Codehow,Won,7/1/2017,8/11/2017,1012
YNP9PI1X,Niesha Huffines,GTX Plus Basic,Codehow,Won,2/3/2017,6/15/2017,1018
7AL9GWK6,Lajuana Vencill,GTX Plus Basic,Codehow,Won,4/10/2017,6/2/2017,1047
SKTAI2GS,Cecily Lampkin,GTX Plus Basic,Codehow,Won,3/28/2017,4/8/2017,1056
JRC2PMKX,Lajuana Vencill,GTX Plus Basic,Codehow,Won,3/5/2017,5/16/2017,1060
S5R9O6TL,Gladys Colclough,GTX Plus Basic,Codehow,Won,9/10/2017,12/18/2017,1083
INAEAAI9,Jonathan Berthelot,GTX Plus Basic,Codehow,Won,5/7/2017,9/2/2017,1093
C23N9DE9,Marty Freudenburg,GTX Plus Basic,Codehow,Won,8/10/2017,8/27/2017,1108
3N7ZXGMF,Niesha Huffines,GTX Plus Basic,Codehow,Won,2/25/2017,3/6/2017,1123
9SRU5CI6,Cecily Lampkin,GTX Plus Basic,Codehow,Won,6/25/2017,8/9/2017,1128
GOM8T4Y4,Darcel Schlecht,GTX Plus Basic,Codehow,Won,3/15/2017,5/9/2017,1178
87KZX1UX,Darcel Schlecht,GTX Plus Basic,Codehow,Won,9/16/2017,11/25/2017,1179
7V9A9TXZ,Marty Freudenburg,GTX Plus Basic,Codehow,Won,1/30/2017,6/6/2017,1190
BEQIZZ7W,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2/19/2017,3/4/2017,1217
IOTAHMQX,Darcel Schlecht,GTX Plus Basic,Codehow,Won,8/28/2017,9/7/2017,1252
4WP0VJAS,Lajuana Vencill,MG Advanced,Codehow,Won,2/1/2017,6/18/2017,2525
DPDUK8RG,Darcel Schlecht,MG Advanced,Codehow,Won,9/7/2017,9/12/2017,2969
3EL8D4WO,Darcel Schlecht,MG Advanced,Codehow,Won,12/20/2016,3/25/2017,3269
ZCAEQT06,Lajuana Vencill,MG Advanced,Codehow,Won,7/19/2017,7/27/2017,3352
KV9LW061,Anna Snelling,MG Advanced,Codehow,Won,3/24/2017,4/4/2017,3445
IEB855X8,Marty Freudenburg,MG Advanced,Codehow,Won,7/5/2017,8/8/2017,3458
I8WTUMTA,Darcel Schlecht,MG Advanced,Codehow,Won,5/4/2017,8/17/2017,3560
NYI5VMXK,Anna Snelling,MG Advanced,Codehow,Won,6/21/2017,9/6/2017,3571
DLXFY70W,Anna Snelling,MG Advanced,Codehow,Won,4/17/2017,4/24/2017,3668
YFJKP42F,Moses Frase,MG Advanced,Codehow,Won,6/9/2017,6/27/2017,3681
PDH2NPE1,Moses Frase,MG Advanced,Codehow,Won,2/27/2017,6/28/2017,4109
L2QMWU4H,Darcel Schlecht,GTX Plus Pro,Codehow,Won,6/26/2017,9/12/2017,4430
LULNYY3C,Darcel Schlecht,GTXPro,Codehow,Won,10/20/2017,10/27/2017,4435
513DPFX5,Gladys Colclough,GTXPro,Codehow,Won,11/23/2016,3/3/2017,4438
U3HKMX4U,Darcel Schlecht,GTXPro,Codehow,Won,8/12/2017,11/4/2017,4582
L3PLDC1Y,Darcel Schlecht,GTXPro,Codehow,Won,10/29/2017,10/30/2017,4733
SLLJT3T1,Darcel Schlecht,GTX Plus Pro,Codehow,Won,3/2/2017,6/19/2017,4856
Q7IRUJK7,Anna Snelling,GTX Plus Pro,Codehow,Won,1/1/2017,3/1/2017,5087
K4N74V6U,Darcel Schlecht,GTXPro,Codehow,Won,11/24/2017,12/4/2017,5110
UKXRWZ3P,Darcel Schlecht,GTX Plus Pro,Codehow,Won,10/2/2017,10/4/2017,5263
LFM4SMIA,Moses Frase,GTX Plus Pro,Codehow,Won,10/15/2017,10/23/2017,5449
UZ0MRAFU,Cecily Lampkin,GTX Plus Pro,Codehow,Won,7/7/2017,9/18/2017,5455
BMQYRJC7,Anna Snelling,GTX Plus Pro,Codehow,Won,10/21/2017,12/16/2017,5543
D6XIVDQF,Jonathan Berthelot,GTXPro,Codehow,Won,5/13/2017,9/6/2017,5625
P0BMLVSL,Darcel Schlecht,GTXPro,Codehow,Won,4/16/2017,8/9/2017,5820
8DPUST4Y,Darcel Schlecht,GTXPro,Codehow,Won,9/6/2017,11/19/2017,5987
VKT0UN11,James Ascencio,MG Advanced,Codehow,Engaging,1/14/2017,3/10/2017,3223
NJNY07JZ,Darcel Schlecht,GTX Basic,Codehow,Engaging,7/29/2017,1/8/2018,539
9YH8LS5H,Cassey Cress,MG Advanced,Condax,Lost,11/15/2017,12/15/2017,2242
SSSTYFDY,Daniell Hammack,GTX Plus Basic,Condax,Lost,11/2/2017,11/5/2017,920
Q7C5MJ4W,Moses Frase,GTX Basic,Condax,Lost,6/30/2017,11/1/2017,485
V4YBVSJ4,Jonathan Berthelot,GTX Plus Basic,Condax,Lost,10/6/2017,10/17/2017,1061
5KC100IN,Elease Gluck,MG Special,Condax,Lost,10/3/2017,10/13/2017,29
4X8WU71C,Zane Levy,MG Advanced,Condax,Lost,10/9/2017,10/11/2017,2090
FTUJY4FP,Cassey Cress,GTX Plus Basic,Condax,Lost,9/28/2017,10/7/2017,1031
CXY4CXX1,Gladys Colclough,MG Special,Condax,Lost,9/30/2017,10/7/2017,55
EPH7L4K0,Boris Faz,GTXPro,Condax,Lost,6/4/2017,9/5/2017,3865
7R0TEEHW,Lajuana Vencill,MG Special,Condax,Lost,7/24/2017,8/28/2017,41
62TFLOG6,Corliss Cosme,MG Advanced,Condax,Lost,8/15/2017,8/28/2017,1824
6F8IL0XV,Maureen Marcano,GTX Plus Basic,Condax,Lost,6/5/2017,8/27/2017,611
H5SSSZ11,Vicki Laflamme,MG Advanced,Condax,Lost,8/17/2017,8/18/2017,2522
OJ92D9QU,Elease Gluck,MG Special,Condax,Lost,5/2/2017,8/14/2017,33
TSRHYEOQ,Cassey Cress,GTXPro,Condax,Lost,5/16/2017,8/13/2017,2546
810GB47D,Kary Hendrixson,GTX Basic,Condax,Lost,7/30/2017,8/5/2017,333
NE0XCH5E,Elease Gluck,MG Special,Condax,Lost,7/18/2017,7/31/2017,45
RZYCBSQN,Anna Snelling,GTX Plus Basic,Condax,Lost,7/22/2017,7/29/2017,937
BG156UAV,Moses Frase,MG Advanced,Condax,Lost,7/22/2017,7/23/2017,3132
1IL51ZIW,Violet Mclelland,MG Special,Condax,Lost,7/15/2017,7/22/2017,32
0PH153YF,Gladys Colclough,GTXPro,Condax,Lost,7/12/2017,7/13/2017,4676
RY8Z6RH2,Elease Gluck,MG Advanced,Condax,Lost,7/2/2017,7/11/2017,1816
V0V6O05H,Darcel Schlecht,GTXPro,Condax,Lost,6/28/2017,7/7/2017,4202
8M3H9UME,Reed Clapper,GTX Plus Pro,Condax,Lost,6/30/2017,7/7/2017,3527
TIFPUXSQ,Marty Freudenburg,GTX Basic,Condax,Lost,7/6/2017,7/7/2017,476
L8CG1IQO,Darcel Schlecht,GTX Basic,Condax,Lost,6/27/2017,7/6/2017,463
EQS3UNXX,Markita Hansen,GTX Basic,Condax,Lost,6/27/2017,7/6/2017,288
8RTR1VMP,Markita Hansen,MG Special,Condax,Lost,6/29/2017,7/6/2017,30
L5T284M7,Lajuana Vencill,MG Advanced,Condax,Lost,6/23/2017,7/3/2017,2438
CKT1GTY2,Reed Clapper,MG Special,Condax,Lost,6/19/2017,7/2/2017,40
8T8J06EL,Gladys Colclough,GTXPro,Condax,Lost,3/19/2017,6/26/2017,4762
4TRMURKI,Niesha Huffines,GTX Basic,Condax,Lost,3/22/2017,6/18/2017,440
AW0GW33Q,Reed Clapper,GTX Plus Basic,Condax,Lost,3/14/2017,6/11/2017,548
VXWUALY5,Kami Bicknell,MG Special,Condax,Lost,5/2/2017,6/10/2017,31
NCF4DT7H,Cecily Lampkin,MG Advanced,Condax,Lost,5/27/2017,6/5/2017,2608
BN8UTT8O,Rosie Papadopoulos,MG Special,Condax,Lost,2/7/2017,6/4/2017,44
VN8YFKTN,Reed Clapper,GTXPro,Condax,Lost,5/22/2017,5/25/2017,4784
4DPSFUEC,Jonathan Berthelot,GTX Basic,Condax,Lost,5/6/2017,5/23/2017,417
0HB6OUIN,Gladys Colclough,GTXPro,Condax,Lost,3/29/2017,5/20/2017,4562
AZZEZKBN,Anna Snelling,GTX Plus Pro,Condax,Lost,5/1/2017,5/18/2017,4277
PU7GV4MK,Marty Freudenburg,MG Advanced,Condax,Lost,2/8/2017,5/13/2017,1727
JQNSK78U,Moses Frase,GTX Plus Pro,Condax,Lost,5/1/2017,5/10/2017,4333
AZUBCO7L,Daniell Hammack,MG Advanced,Condax,Lost,2/7/2017,5/6/2017,1949
Z353E8FR,Garret Kinder,MG Advanced,Condax,Lost,4/18/2017,4/30/2017,2539
R7SESFM0,Marty Freudenburg,GTX Basic,Condax,Lost,4/10/2017,4/21/2017,523
JNKDEAG9,Gladys Colclough,GTX Plus Pro,Condax,Lost,4/13/2017,4/19/2017,4086
UDTQF84C,Violet Mclelland,GTX Basic,Condax,Lost,4/15/2017,4/17/2017,400
Y35ES8UY,Moses Frase,GTX Plus Pro,Condax,Lost,4/9/2017,4/16/2017,3996
6ER2KL7X,Vicki Laflamme,MG Advanced,Condax,Lost,4/6/2017,4/14/2017,2928
CKSNW8DU,Gladys Colclough,GTX Plus Basic,Condax,Lost,4/1/2017,4/11/2017,962
1VCAS7FL,Lajuana Vencill,MG Special,Condax,Lost,3/23/2017,4/5/2017,29
06YBVWXZ,Kami Bicknell,GTXPro,Condax,Lost,3/23/2017,4/3/2017,3050
3Z2BQVQ7,Darcel Schlecht,GTX Basic,Condax,Lost,3/30/2017,4/1/2017,383
3W1K7X5F,Darcel Schlecht,GTXPro,Condax,Lost,12/4/2016,3/9/2017,4337
SLXPTSGS,Wilburn Farren,MG Special,Condax,Won,10/1/2017,10/11/2017,44
9OLZU3WB,Cecily Lampkin,MG Special,Condax,Won,7/3/2017,9/23/2017,47
VKM187MX,Gladys Colclough,MG Special,Condax,Won,5/31/2017,6/9/2017,48
DFN1V29L,Kami Bicknell,MG Special,Condax,Won,3/2/2017,6/4/2017,49
0WWDVOM3,Rosalina Dieter,MG Special,Condax,Won,2/25/2017,5/9/2017,50
CUJIRCWV,Vicki Laflamme,MG Special,Condax,Won,10/23/2017,12/28/2017,51
2WQ5FUPR,Reed Clapper,MG Special,Condax,Won,4/5/2017,8/2/2017,51
QY6HCHDH,Anna Snelling,MG Special,Condax,Won,1/29/2017,5/25/2017,52
P3HO0L6P,Anna Snelling,MG Special,Condax,Won,8/27/2017,11/14/2017,53
VOSSIXSY,Maureen Marcano,MG Special,Condax,Won,6/19/2017,9/3/2017,53
9RLSCMM9,Rosalina Dieter,MG Special,Condax,Won,8/24/2017,8/30/2017,53
YMMQA65I,Rosalina Dieter,MG Special,Condax,Won,4/26/2017,4/28/2017,53
SHKTBB71,Anna Snelling,MG Special,Condax,Won,7/18/2017,7/27/2017,54
ROQBT7TM,Anna Snelling,MG Special,Condax,Won,4/18/2017,6/20/2017,54
3LO8XJBY,Niesha Huffines,MG Special,Condax,Won,4/26/2017,6/5/2017,54
EMUA57Q2,Versie Hillebrand,MG Special,Condax,Won,3/2/2017,5/12/2017,54
VKB9RFJT,Versie Hillebrand,MG Special,Condax,Won,9/25/2017,11/20/2017,55
UUF8Z53N,Violet Mclelland,MG Special,Condax,Won,6/2/2017,8/30/2017,55
VMTPCY5G,Hayden Neloms,MG Special,Condax,Won,6/19/2017,6/25/2017,55
UWZ7DFKY,Lajuana Vencill,MG Special,Condax,Won,3/28/2017,6/6/2017,55
76NU9866,Rosie Papadopoulos,MG Special,Condax,Won,9/26/2017,12/2/2017,57
9TRVSW35,Maureen Marcano,MG Special,Condax,Won,6/20/2017,8/19/2017,57
XWN6WWOD,Jonathan Berthelot,MG Special,Condax,Won,5/5/2017,8/1/2017,57
X7DYUDEB,Anna Snelling,MG Special,Condax,Won,8/23/2017,11/14/2017,58
99AAJPQN,Anna Snelling,MG Special,Condax,Won,3/31/2017,6/15/2017,58
1D5AYQO6,Hayden Neloms,MG Special,Condax,Won,7/10/2017,7/19/2017,59
PJDA3RWU,Versie Hillebrand,MG Special,Condax,Won,7/28/2017,8/3/2017,60
QHVGK8DM,Zane Levy,MG Special,Condax,Won,9/7/2017,11/30/2017,61
PMHOZRJN,Kami Bicknell,MG Special,Condax,Won,6/6/2017,9/17/2017,62
I93ZFHEM,Versie Hillebrand,MG Special,Condax,Won,12/24/2016,3/8/2017,62
RV3LPOYP,James Ascencio,GTX Basic,Condax,Won,12/12/2016,3/29/2017,437
E8L9I3QP,Zane Levy,GTX Basic,Condax,Won,10/25/2017,11/3/2017,447
DCIFTBM0,Boris Faz,GTX Basic,Condax,Won,8/28/2017,12/21/2017,489
XO7D3NYR,Vicki Laflamme,GTX Basic,Condax,Won,9/7/2017,11/3/2017,499
35IRGXY3,Zane Levy,GTX Basic,Condax,Won,4/15/2017,5/23/2017,501
FNCXBWHQ,Boris Faz,GTX Basic,Condax,Won,10/11/2017,12/27/2017,505
XR4PPDOB,Lajuana Vencill,GTX Basic,Condax,Won,9/27/2017,12/18/2017,507
WZU2OHYU,Corliss Cosme,GTX Basic,Condax,Won,2/3/2017,5/5/2017,515
3M03SX77,Markita Hansen,GTX Basic,Condax,Won,4/7/2017,4/13/2017,522
YEH9VQCD,Daniell Hammack,GTX Basic,Condax,Won,10/25/2017,10/27/2017,526
UK0LEZRJ,Kary Hendrixson,GTX Basic,Condax,Won,11/27/2016,3/3/2017,532
ZWXKCHOO,Donn Cantrell,GTX Basic,Condax,Won,7/1/2017,9/25/2017,535
OOB372R5,Zane Levy,GTX Basic,Condax,Won,10/2/2017,10/12/2017,544
RCGBY4IA,Reed Clapper,GTX Basic,Condax,Won,10/31/2017,11/1/2017,553
L40FW06K,Marty Freudenburg,GTX Basic,Condax,Won,8/30/2017,12/22/2017,555
CNO8JPLA,Niesha Huffines,GTX Basic,Condax,Won,4/30/2017,5/6/2017,557
00KY25OA,Donn Cantrell,GTX Basic,Condax,Won,5/19/2017,6/1/2017,564
EMK9P63G,Markita Hansen,GTX Basic,Condax,Won,10/25/2017,10/26/2017,566
KD63LC6D,Kary Hendrixson,GTX Basic,Condax,Won,5/22/2017,9/25/2017,584
PF7GFMLQ,Donn Cantrell,GTX Basic,Condax,Won,5/30/2017,8/10/2017,595
QFIEJY21,Maureen Marcano,GTX Basic,Condax,Won,10/7/2017,12/5/2017,610
5U9Y1P87,Maureen Marcano,GTX Basic,Condax,Won,1/15/2017,3/21/2017,688
VRSTX620,Niesha Huffines,GTX Plus Basic,Condax,Won,6/23/2017,7/2/2017,932
KGJL5GHX,Moses Frase,GTX Plus Basic,Condax,Won,2/23/2017,6/6/2017,956
Z29AX2KB,Kary Hendrixson,GTX Plus Basic,Condax,Won,4/9/2017,6/20/2017,983
4N2KE2ER,Darcel Schlecht,GTX Plus Basic,Condax,Won,5/13/2017,8/24/2017,987
DIVKSHY7,Kami Bicknell,GTX Plus Basic,Condax,Won,8/25/2017,11/13/2017,994
S5NVSXEX,Moses Frase,GTX Plus Basic,Condax,Won,9/7/2017,12/11/2017,1033
03R1VC7O,Donn Cantrell,GTX Plus Basic,Condax,Won,10/15/2017,10/28/2017,1062
G2KW3DWD,Lajuana Vencill,GTX Plus Basic,Condax,Won,8/5/2017,11/2/2017,1080
KOZTDBJ5,Kami Bicknell,GTX Plus Basic,Condax,Won,2/8/2017,6/7/2017,1103
OEUK1UW5,Corliss Cosme,GTX Plus Basic,Condax,Won,8/2/2017,11/9/2017,1123
GU4HXZ55,Zane Levy,GTX Plus Basic,Condax,Won,10/6/2017,12/23/2017,1129
ORG6MXKF,Markita Hansen,GTX Plus Basic,Condax,Won,6/9/2017,6/26/2017,1135
64DJ954O,Kary Hendrixson,GTX Plus Basic,Condax,Won,1/27/2017,3/30/2017,1136
KZKMLY96,Zane Levy,GTX Plus Basic,Condax,Won,3/24/2017,3/29/2017,1159
X70BM5FO,Anna Snelling,GTX Plus Basic,Condax,Won,12/1/2017,12/22/2017,1243
KQLS98VW,Darcel Schlecht,GTX Plus Basic,Condax,Won,7/30/2017,12/4/2017,1245
D3O1PCMO,Niesha Huffines,MG Advanced,Condax,Won,9/19/2017,12/4/2017,3079
6OXOIJ4D,Wilburn Farren,MG Advanced,Condax,Won,10/19/2017,12/16/2017,3089
GOGIZWW6,Gladys Colclough,MG Advanced,Condax,Won,7/18/2017,9/27/2017,3139
F15SU034,Gladys Colclough,MG Advanced,Condax,Won,10/31/2017,12/21/2017,3298
2EYTB3PX,Donn Cantrell,MG Advanced,Condax,Won,7/15/2017,7/25/2017,3724
7PDUWDGT,Daniell Hammack,MG Advanced,Condax,Won,3/5/2017,3/14/2017,3759
HA1KXAIS,Cassey Cress,MG Advanced,Condax,Won,1/28/2017,6/4/2017,3908
FM2NX2GB,Hayden Neloms,MG Advanced,Condax,Won,2/28/2017,5/5/2017,4069
XRMOUF1R,Boris Faz,MG Advanced,Condax,Won,10/31/2017,11/7/2017,4172
1IY7Y42E,Kary Hendrixson,GTX Plus Pro,Condax,Won,8/18/2017,11/14/2017,4454
5UFQONQU,Zane Levy,GTXPro,Condax,Won,8/7/2017,11/27/2017,4480
BJLJV8XE,Marty Freudenburg,GTXPro,Condax,Won,10/1/2017,12/15/2017,4578
GB3S67FY,Vicki Laflamme,GTXPro,Condax,Won,10/16/2017,10/25/2017,4580
9S8E95EI,Darcel Schlecht,GTXPro,Condax,Won,8/30/2017,9/18/2017,4598
NJCI3Y9S,Zane Levy,GTXPro,Condax,Won,5/18/2017,6/3/2017,4642
BFB6C54U,Kary Hendrixson,GTXPro,Condax,Won,11/10/2017,12/1/2017,4673
937CNF5D,Garret Kinder,GTXPro,Condax,Won,7/6/2017,7/14/2017,4682
TJEEFJG8,Rosie Papadopoulos,GTXPro,Condax,Won,6/19/2017,9/21/2017,4759
1YB00UYY,Rosie Papadopoulos,GTX Plus Pro,Condax,Won,3/7/2017,5/29/2017,4821
DIAR4IM7,Darcel Schlecht,GTXPro,Condax,Won,4/11/2017,4/18/2017,4837
BUQ655AB,Gladys Colclough,GTXPro,Condax,Won,7/24/2017,9/27/2017,4868
C2MKJA8V,Zane Levy,GTXPro,Condax,Won,5/31/2017,6/5/2017,4988
F4J6AVPQ,Darcel Schlecht,GTXPro,Condax,Won,4/10/2017,4/17/2017,5065
FNKZKHTJ,Cassey Cress,GTXPro,Condax,Won,9/4/2017,9/6/2017,5113
DHJ8KOUV,Gladys Colclough,GTX Plus Pro,Condax,Won,9/21/2017,12/5/2017,5138
MLV2QDU6,Lajuana Vencill,GTX Plus Pro,Condax,Won,9/21/2017,11/26/2017,5160
L1R32S8H,Corliss Cosme,GTX Plus Pro,Condax,Won,12/24/2016,3/26/2017,5228
ZPX96Q40,James Ascencio,GTX Plus Pro,Condax,Won,3/11/2017,6/12/2017,5344
ZRCY8P4P,Darcel Schlecht,GTX Plus Pro,Condax,Won,10/5/2017,12/14/2017,5422
O462ARMZ,Garret Kinder,GTX Plus Pro,Condax,Won,1/20/2017,6/5/2017,5429
LSVMMUJ0,Darcel Schlecht,GTXPro,Condax,Won,2/5/2017,3/25/2017,5559
0XIPT9AX,Maureen Marcano,GTX Plus Pro,Condax,Won,3/31/2017,4/10/2017,5637
42N0IWF8,Zane Levy,GTXPro,Condax,Won,5/30/2017,6/5/2017,5644
06AIY3IS,Marty Freudenburg,GTX Plus Pro,Condax,Won,6/2/2017,8/21/2017,5712
VMUTS9GK,Daniell Hammack,GTX Plus Pro,Condax,Won,9/4/2017,11/1/2017,5807
5BAGWGAG,Vicki Laflamme,GTX Plus Pro,Condax,Won,5/12/2017,8/23/2017,5987
FENOSL5C,Vicki Laflamme,GTX Plus Pro,Condax,Won,5/24/2017,8/17/2017,6206
H2MC2E7K,Vicki Laflamme,GTX Plus Basic,Condax,Engaging,2/2/2017,6/18/2017,594
3372JYYQ,Cassey Cress,MG Advanced,Condax,Engaging,5/15/2017,10/2/2017,2793
3H3TNCP5,James Ascencio,GTX Plus Basic,Condax,Engaging,5/23/2017,10/23/2017,697
WEKW3XIN,Cassey Cress,GTX Plus Pro,Condax,Engaging,6/20/2017,8/14/2017,3357
Z9S1ZX7W,Daniell Hammack,GTX Plus Basic,Condax,Engaging,7/2/2017,10/16/2017,913
5VW9YVTU,Moses Frase,GTX Basic,Condax,Engaging,8/4/2017,11/18/2017,504
1VFT3UCK,Boris Faz,GTX Plus Basic,Condax,Engaging,8/21/2017,9/17/2017,940
TLLW2ZRM,Zane Levy,GTXPro,Condax,Engaging,8/25/2017,9/21/2017,4305
K214R7RK,Versie Hillebrand,MG Advanced,Conecom,Lost,9/10/2017,11/24/2017,2134
06H63NKF,Darcel Schlecht,GTXPro,Conecom,Lost,9/14/2017,11/20/2017,4809
9IM813OI,Gladys Colclough,GTX Basic,Conecom,Lost,9/28/2017,11/11/2017,479
5JO7SIGB,Darcel Schlecht,GTXPro,Conecom,Lost,10/31/2017,11/10/2017,3947
1629C4UW,Lajuana Vencill,GTX Plus Basic,Conecom,Lost,10/31/2017,11/10/2017,746
66BQC4C9,Cecily Lampkin,MG Advanced,Conecom,Lost,10/27/2017,11/7/2017,3205
UE66OOQS,Jonathan Berthelot,GTX Plus Basic,Conecom,Lost,10/22/2017,10/30/2017,619
UCLGT98S,Niesha Huffines,GTX Basic,Conecom,Lost,10/26/2017,10/30/2017,492
ZSZFPCYS,Darcel Schlecht,MG Advanced,Conecom,Lost,10/28/2017,10/29/2017,2683
8JORJ1SS,Lajuana Vencill,GTX Basic,Conecom,Lost,10/14/2017,10/20/2017,420
IVMMNSJB,Anna Snelling,GTX Plus Pro,Conecom,Lost,10/9/2017,10/17/2017,4259
7X1D49TU,Moses Frase,MG Special,Conecom,Lost,5/25/2017,9/11/2017,42
HUCB9WIQ,Darcel Schlecht,MG Advanced,Conecom,Lost,5/22/2017,9/8/2017,2177
NDMY5PPT,Darcel Schlecht,GTXPro,Conecom,Lost,6/19/2017,8/27/2017,3143
ODIX25WY,Marty Freudenburg,GTX Basic,Conecom,Lost,4/27/2017,8/6/2017,428
O6B0YK1X,Anna Snelling,MG Advanced,Conecom,Lost,7/28/2017,8/3/2017,2877
GZ5M7MIQ,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,6/25/2017,7/1/2017,1064
8LFNU39A,Marty Freudenburg,GTX Basic,Conecom,Lost,3/3/2017,5/28/2017,316
RFKIN7FG,Jonathan Berthelot,GTX Basic,Conecom,Lost,2/19/2017,5/25/2017,341
PFHS80CR,Jonathan Berthelot,GTXPro,Conecom,Lost,1/18/2017,5/20/2017,4450
VBWQO6BM,Niesha Huffines,MG Advanced,Conecom,Lost,2/17/2017,5/14/2017,2421
WRBWZRFD,Niesha Huffines,GTXPro,Conecom,Lost,2/2/2017,5/5/2017,2843
L5T2HKKO,Anna Snelling,GTX Basic,Conecom,Lost,2/14/2017,5/5/2017,404
XC4LTIEO,Lajuana Vencill,GTX Basic,Conecom,Lost,1/10/2017,5/2/2017,435
AZOXWEKL,Lajuana Vencill,GTX Plus Basic,Conecom,Lost,4/17/2017,5/2/2017,863
MJBD6V39,Moses Frase,MG Special,Conecom,Lost,3/27/2017,5/1/2017,43
W7GVZL28,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,4/21/2017,4/30/2017,926
8O03S3U3,Moses Frase,GTX Plus Pro,Conecom,Lost,4/12/2017,4/22/2017,3689
8KFFRJSS,Cecily Lampkin,MG Special,Conecom,Lost,4/17/2017,4/19/2017,37
IJ7AUTVC,Darcel Schlecht,GTXPro,Conecom,Lost,4/17/2017,4/18/2017,3045
UTZDDOU7,Versie Hillebrand,MG Special,Conecom,Lost,4/3/2017,4/14/2017,38
U9E3G8UT,Anna Snelling,GTX Plus Basic,Conecom,Lost,4/5/2017,4/6/2017,825
4KIZ9WJ0,Gladys Colclough,GTX Plus Basic,Conecom,Lost,4/2/2017,4/3/2017,776
CMPFB2PS,Jonathan Berthelot,GTX Basic,Conecom,Lost,3/26/2017,4/2/2017,290
0W6S0ODT,Gladys Colclough,MG Special,Conecom,Won,6/23/2017,7/3/2017,49
VMOGUQA7,Moses Frase,MG Special,Conecom,Won,8/23/2017,12/13/2017,51
G0QKNVIJ,Anna Snelling,MG Special,Conecom,Won,3/1/2017,5/28/2017,51
HBJPBF3P,Marty Freudenburg,MG Special,Conecom,Won,7/9/2017,9/1/2017,54
WLFLY0BD,Anna Snelling,MG Special,Conecom,Won,4/18/2017,4/27/2017,56
FJEL0TDN,Versie Hillebrand,MG Special,Conecom,Won,10/5/2017,10/7/2017,58
38EYB40T,Jonathan Berthelot,MG Special,Conecom,Won,5/3/2017,5/14/2017,60
1T91NEIV,Gladys Colclough,MG Special,Conecom,Won,8/28/2017,9/11/2017,63
3CS2IXT0,Versie Hillebrand,MG Special,Conecom,Won,8/30/2017,11/16/2017,66
WXCEZ7JY,Moses Frase,GTX Basic,Conecom,Won,7/3/2017,9/6/2017,376
ICD9OMSF,Jonathan Berthelot,GTX Basic,Conecom,Won,10/14/2017,10/22/2017,472
VTT447YT,Cecily Lampkin,GTX Basic,Conecom,Won,2/27/2017,5/3/2017,497
G20IQSA3,Anna Snelling,GTX Basic,Conecom,Won,3/2/2017,3/12/2017,522
A0Z6FYRO,Jonathan Berthelot,GTX Basic,Conecom,Won,9/12/2017,9/19/2017,530
N1H9ILZ9,Anna Snelling,GTX Basic,Conecom,Won,5/27/2017,9/3/2017,576
8NMPO9K3,Lajuana Vencill,GTX Basic,Conecom,Won,2/8/2017,5/10/2017,582
80S3ED8B,Darcel Schlecht,GTX Basic,Conecom,Won,7/28/2017,8/23/2017,589
8RF8XVYF,Versie Hillebrand,GTX Basic,Conecom,Won,3/11/2017,5/10/2017,589
6BSKCQCX,Darcel Schlecht,GTX Basic,Conecom,Won,9/27/2017,12/25/2017,608
2EBLR9N8,Lajuana Vencill,GTX Basic,Conecom,Won,12/24/2017,12/26/2017,622
MZAN11FT,Anna Snelling,GTX Basic,Conecom,Won,12/28/2016,3/1/2017,625
D7MYDHMF,Jonathan Berthelot,GTX Basic,Conecom,Won,4/20/2017,4/29/2017,657
M4HY664H,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,6/15/2017,9/25/2017,918
3AB31BUU,Moses Frase,GTX Plus Basic,Conecom,Won,4/22/2017,4/27/2017,1024
CPC83NKN,Niesha Huffines,GTX Plus Basic,Conecom,Won,12/9/2017,12/24/2017,1047
